Price,Title,RAM,Hard Drive,Graphics Coprocessor,Number of USB 3.0 Ports,Brand,Series,Operating System,Processor Brand,Item model number,Graphics Card Ram Size,Manufacturer,Form Factor,Processor Type,Processor Speed,Memory Technology,Hard Disk Description,Graphics Chipset Brand,DisplaySizeInches,HorizontalPixels,VerticalPixels,WeightKg,Refurbished,base_color
1679.984,"Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73, Pure Silver, 1.3 Kg",LPDDR5x,SSD,Intel,0,Acer,Swift Go 14,Windows 11 Home,Intel,SFG14-73,16 GB,Acer,Laptop,Unknown,1.4 GHz,other,SSD,Intel,14.0,2880,1800,1.3,0,Silver
950.24,"Lenovo IdeaPad Slim 3 Intel Core i5-13420H 15.6"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Yr Warranty + ADP/Alexa/3 Month Game Pass/Grey/1.62Kg), 83EM0026IN",16 GB,SSD,Intel UHD Graphics,3,Lenovo,IdeaPad Slim 3 15IRH8,Windows 11 Home,Intel,Lenovo IdeaPad,6,Lenovo,Thin & Light,Intel Core i5,2.1 GHz,other,SSD,Intel,15.6,1920,1080,1.62,0,Grey
380.8,"(Refurbished) Lenovo Thinkpad Laptop 8th Generation X280 Intel Core i5 - 8350u Processor , 8 GB Ram & 51",8 GB,512 GB,Intel,1,Lenovo,X280-cr,Windows 10 Pro,Intel,X280-i5-8-512-cr,8 GB,Lenovo,Notebook,Core i5 8250U,1.7 GHz,ddr4,SSD,Intel,12.5,1366,768,1.2,1,Black
559.84,"Dell Inspiron 3525 Laptop, AMD Ryzen 3-3250U, 8GB DDR4 & 1TB + 256GB SSD, Windows 11 + MSO'21, 15.6"", 39.62Cms FHD WVA AG 120Hz 250 nits, Carbon Black (D560832WIN9B, 1.68Kgs)",DDR4,SSD,AMD,0,Dell,Dell Inspiron,Windows 11,AMD,Dell,6,Dell India Pvt Ltd,Laptop,Ryzen 3,2.6,ddr4,SSD,AMD,15.6,1920,1080,1.6800000000000002,0,Carbon
623.84,"Dell Vostro 3400 Laptop - Intel i5-1135G7, 8GB, 512GB, Windows 11+MSO'21, 14.0""/35.56Cms FHD WVA AG (D552260WIN9B, 1.59Kgs)",8 GB,512 GB,Intel Iris Xe Graphics,2,Dell,Vostro 3400,Windows 11,Intel,Vostro 3400,1,Dell India Pvt Ltd,Laptop,Core i5,2.4 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5899999999999999,0,Black
596.64,"Dell 15 (2021) Inspiron 3511 15.6 inches FHD Display Intel Core i3-1115G4 Processer Laptop (8GB RAM 256GB SSD | Windows 11 + MS Office 21 | Integrated Graphics, Carbon Black (D560719WIN9B) 1.8kg)",8 GB,SSD,Intel,2,Dell,Inspiron 3511,Windows 11,Intel,D560719WIN9B,3 GB,Dell India Pvt Ltd,Laptop,Core i3,3 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.8,0,Black
1599.84,Acer Swift X Sfx14-41G Creator Laptop Thin & Light 14 Inches Full Hd 100% Srgb AMD Ryzen 7 5800U Nvidia RTX 3050Ti Laptop Graphics 16Gb Lpddr4X 1Tb Ssd Backlit Kb 1.39Kg Mso Windows 11 Home,Lpddr4X,Ssd,NVIDIA® GeForce® RTX 3050 Ti,3,Acer,Swift X,Windows 11 Home,AMD,SFX14-41G,4 GB,Acer,Laptop,Ryzen 7,4.4 GHz,other,SSD,NVIDIA,14.0,1920,1080,1.3900000000000001,0,Gold
735.84,"Lenovo V14 Intel Core i5 11th Gen 14"" (35.56cm) FHD IPS 300 nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 10/MS Office/Iris® Xe Graphics/Iron Grey/1.60 kg), 82KA00LLIH",8 GB,SSD,Intel,0,Lenovo,V14,Windows 10 Home,Intel,Lenovo V14,1,Lenovo,Laptop,Intel Core i5,2.4 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.6,0,Grey
783.84,"Acer Aspire 5 Intel 11th Gen Core i5 15.6 inches Full HD Thin and Light Laptop- (8GB/1TB HDD/Windows 10 Home/Iris Xe Graphics/Pure Silver/1.65Kg), A515-56, Large",8 GB,HDD,Intel Iris Xe Graphics,4,Acer,Aspire 5,Windows 10 Home,Intel,A515-56,512 MB,Acer,Netbook,Core i5,4.2 GHz,ddr4,HDD,Intel,15.6,1920,1080,1.65,0,Silver
1888.0,"Dell Latitude 7420 Laptop - 14"" FHD - 3.0 GHz Intel Core i7-1185G7 Quad-Core - 16GB of DDR4 RAM - 512GB SSD - Iris XE - Windows 11 pro",DDR4,SSD,Intel Iris Xe Graphics,2,Dell,Latitude 7420,Windows 11 Pro,Intel,7420,,Dell Computers,Laptop,Core i7,3 GHz,ddr4,SSD,Intel,14.0,1920,1080,2.19,0,Carbon
556.8000000000001,"ASUS VivoBook Ultra K14 (2021), AMD Ryzen 5 5500U, 14 inches FHD Thin and Light Laptop (8GB RAM/512GB SSD/Integrated Graphics/Office 2019/Windows 10/Indie Black/1.4Kg), KM413UA-EB502TS",8 GB,SSD,AMD Radeon™ Graphics,2,ASUS,VivoBook Ultra K14 (2021),Windows 10 Home,AMD,KM413UA-EB502TS,1,ASUS,Ultra-Portable,Ryzen 5,4 GHz,ddr4,SSD,AMD,14.0,1920,1080,1.4,0,Black
720.64,"(Refurbished) Mi Notebook Horizon Edition 14 Intel Core i5-10210U 10th Gen Thin and Light Laptop(8GB/512GB SSD/Windows 10/Nvidia MX350 2GB Graphics/Grey/1.35Kg), XMA1904-AR",8 GB,SSD,NVIDIA GeForce MX350,0,MI,Mi Notebook Horizon Edition 14,Windows 10 Home,Intel,XMA1904-AR-cr,2 GB,intel,Notebook,Core i5,1.6 GHz,ddr4,SSD,NVIDIA,14.0,1920,1080,1.35,1,Grey
1159.84,HP ZBook Firefly 13th Gen Intel Core i5-1335U/ 16 Inch(40.6 cm)/ Diagonal WUXGA Display /16GB RAM/512GB SSD/Intel Iris® Xᵉ Graphics/Win 11 Pro/Backlit KB/ G10 Workstation PC(8L129PA),16,SSD,Intel,0,HP,HP ZBook Firefly 16 inch G10 Mobile Workstation PC (8L129PA ),Windows 11 Pro,Intel,8L129PA,6,HP,Laptop,Core i5,4.6 GHz,ddr5,SSD,Intel,40.6,1920,1200,1.72,0,Silver
393.44,"(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor , 8 GB Ram & 1TB SSD, with Radeon R6 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",8 GB,SSD,AMD,2,HP,745G3,Windows 10 Pro,AMD,745G3-A10-8-1TB-cr,8 GB,HP,Laptop,Core i3 7100U,1.8 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
380.8,(Refurbished) Dell LATITUDE 5490 CORE Intel i5 8TH GEN/8GB/256GB SSD/WEBCAM/14'' TOUCH/Windows 10 Pro,8 GB,SSD,Intel HD Graphics 610,2,Dell,DELL LATITUDE 5490-cr,Windows 10 Pro,Intel,DELL LATITUDE 5490-cr,4 GB,Dell Computers,Laptop,Core i5,1.7 GHz,ddr4,SSD,Intel,14.0,1920,1080,3.0,1,Black
479.84,"ZEBRONICS Laptop PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim | 38.5 Wh Large Battery | Windows 11 | Silver | 1.65 Kg)",16 GB,SSD,intel,2,ZEBRONICS,ZEB-NBC 2S (16GB) -Silver,Windows 11 Home,Intel,Laptop,6,Zebronics India Private Limited,Laptop,Intel Core i5,2.2 GHz,other,SSD,Intel,15.6,1920,1080,1.8,0,Silver
559.84,"ZEBRONICS Laptop PRO Series Z NBC 4S, Intel Core 12th Gen i5 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim |38.5 Wh Large Battery |Windows 11 |Midnight Blue |1.76 Kg)",16 GB,SSD,Intel,2,ZEBRONICS,ZEB-NBC 4S (16GB) Midnight Blue,Windows 11 Home,Intel,ZEB-NBC 4S (16GB) Midnight Blue,2 GB,Zebronics India Private limited,Laptop,Intel Core i5,4.4 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.76,0,Blue
735.104,"Dell 15 Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard, Thin & Light- 1.66kg",8 GB,SSD,Intel,2,Dell,Vostro 3520,Windows 11 Home,Intel,Dell,6,Dell India Pvt Ltd,Laptop,Core i5,4.4 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.6600000000000001,0,Black
447.84,"ZEBRONICS Laptop PRO Series Z NBC 3S, Intel Core 12th Gen i3 Processor (8GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim |38.5 Wh Large Battery |Windows 11 |Midnight Blue |1.76 Kg)",8 GB,SSD,Intel,2,ZEBRONICS,ZEB-NBC 3S (8 GB) Midnight Blue,Windows 11 Home,Intel,Laptop,6,Zebronics India Private limited,Laptop,Intel Core i3,4.4 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.8,0,Blue
637.44,"Dell Vostro 3530 Laptop, Intel Core i3-1305U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD WVA AG 120Hz 250 nits, Win 11 + MSO'21, 15 Months McAfee, Black, 1.66kg",8 GB,SSD,Intel,2,Dell,Vostro 3530,Windows 11 Home,Intel,Dell,6,Dell India Pvt Ltd,Laptop,Core i3,4.5 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.6600000000000001,0,Black
415.616,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 8 GB Ram & 256 GB SSD, 14 Inches FHD 1080p Screen Notebook Computer",8 GB,256 GB SSD,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-T-8-256-cr,8 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,Black
734.264,"(Refurbished) Honor MagicBook X16 (2023), 12th Gen Intel Core i5-12450H (8GB/512GB NVMe SSD, 16-inch (40",16,SSD,Intel UHD Graphics,0,Honor,BRN-F58,Windows 11 Home,Intel,2023,,intel,Netbook,Core i5-12450H,4.4 GHz,other,SSD,Intel,16.0,,,1.75,1,Gray
959.84,"ASUS Vivobook 15X (2023),Intel Core I5-1335U 13Th Gen,15.6"" (39.62 Cms) Fhd,Thin&Light Laptop (16Gb/512Gb Ssd/Iris X? Graphics/Windows 11/Office 2021/Backlit Kb/Black/1.6 Kg),K3504Vab-Nj541Ws",16 GB,Ssd,Intel Iris Xe Graphics,3,ASUS,Vivobook 15X (2023),Windows 11 Home,Intel,K3504VAB-NJ541WS,6,ASUS,Ultra-Portable,Core i5,4.6 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.6,0,Black
1452.64,"ASUS Zenbook 14 (OLED) 2023, AMD Ryzen 7 7730U, 14"" (35.56 cm) 2.8K OLED 90Hz, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa/Backlit KB/FP Sensor/Black/1.39 kg), UM3402YA-KM741WS",16 GB,SSD,AMD Radeon™ Graphics,3,ASUS,Zenbook 14 (OLED) 2023,Windows 11 Home,AMD,UM3402YA-KM741WS,2,ASUS,Ultra-Portable,Ryzen 7,4.5 GHz,ddr4,SSD,AMD,14.0,2880,1800,1.35,0,Black
536.0,"(Refurbished) Lenovo IdeaPad Slim 3 Ryzen 5 5500U (8GB/512GB SSD),15.6"" (39.62cm) FHD Laptop, (Win 11/Al",8 GB,SSD,Integrated AMD Radeon Graphics,0,Lenovo,IdeaPad,Windows 11 Home,AMD,82KU017EIN-cr,6,amd,Thin & Light,Ryzen 5,4 GHz,ddr4,SSD,AMD,15.6,1920,1080,1.65,1,Grey
503.84,"(Refurbished) HP ELITEBOOK 830 G5 (CORE I5 8TH GEN/8GB/512GB SSD/WEBCAM/13.3"" TOUCH/WIN PRO)",8 GB,SSD,Intel HD Graphics 530,2,HP,HP ELITEBOOK 830 G5-cr,Windows 10 Pro,Intel,HP ELITEBOOK 830 G5-cr,,HP,Laptop,Core i5-6287U,2 GHz,ddr4,SSD,Intel,13.3,1366,768,2.45,1,Silver
559.84,"Lenovo V15 Intel Core i3 11th Gen 15.6"" (39.62 cm) Intel Integrated UHD Graphics/FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11/MS Office/Iron Grey/1.5 Kg",4,SSD,Intel,0,Lenovo,Lenovo,Windows,Intel,A0042828,6,Lenovo,Laptop,Intel Core i3,5,ddr4,Solid State Hard Drive,Intel,15.6,1920,1080,1.5,0,Grey
1242.24,"Dell Inspiron 5518 Laptop, Intel i5-11320H, 16GB, 512GB, Win 11+MSO'21, 15.6"" (39.64Cms) FHD WVA AG 250 nits, NVIDIA MX450 2GB GDDR5, Platinum Silver (D560667WIN9S, 1.64Kgs)",16 GB,512 GB,Intel,3,Dell,Inspiron 5518,Windows 11,Intel,Inspiron 5518,2 GB,Dell India Pvt Ltd,Laptop,Core i5,2.5 GHz,ddr4,SSD,NVIDIA,15.6,1920,1080,1.6400000000000001,0,Platinum
511.84,(Refurbished) HP ELITEBOOK 840 G5 (CORE I5 7TH GEN/8GB/256GB SSD/WEBCAM/14''/Windows 10 Pro),16 GB,SSD,Intel HD Graphics 630,2,HP,HP ELITEBOOK 840 G5-cr,Windows 10 Pro,Intel,HP ELITEBOOK 840 G5-cr,16.00,HP,Laptop,Core i7-6567U,1.6 GHz,ddr4,SSD,Intel,14.0,1366,768,3.0,1,Silver
495.984,(Refurbished) realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and,8 GB,256 GB SSD,INTEL,0,realme,RMNB1001,Windows 10 Home,Intel,RMNB1001-cr,8 GB,intel,Laptop,Intel Core i3,3 GHz,ddr4,SSD,Intel,35.56,1920,1080,1.4,1,Blue
1888.0,"Dell Latitude 7430 Laptop - 14.0"" FHD AG Display - Intel Core i7-1265U 10-Core (12th Gen) - 256GB SSD - 16GB - Win11 Pro",32 GB,SSD,Intel Iris Xe Graphics,0,Dell,Latitude 7420,Windows 10 Pro,Intel,Latitude 7440,,Dell Computers,laptop,Snapdragon,3 GHz,other,SSD,Intel,14.0,1920,1080,2.7199999999999998,0,other
1679.984,"Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T, Pure Silver, 1.3 Kg",,SSD,Intel,0,Acer,Swift Go 14,Windows 11 Home,Intel,SFG14-73T,16 GB,Acer,Laptop,Unknown,1.4 GHz,other,SSD,Intel,14.0,1920,1200,1.3,0,Silver
1679.984,"Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73, Pure Silver, 1.3 Kg",LPDDR5x,SSD,Intel,0,Acer,Swift Go 14,Windows 11 Home,Intel,SFG14-73,16 GB,Acer,Laptop,Unknown,1.4 GHz,other,SSD,Intel,14.0,2880,1800,1.3,0,Silver
950.24,"Lenovo IdeaPad Slim 3 Intel Core i5-13420H 15.6"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Yr Warranty + ADP/Alexa/3 Month Game Pass/Grey/1.62Kg), 83EM0026IN",16 GB,SSD,Intel UHD Graphics,3,Lenovo,IdeaPad Slim 3 15IRH8,Windows 11 Home,Intel,Lenovo IdeaPad,6,Lenovo,Thin & Light,Intel Core i5,2.1 GHz,other,SSD,Intel,15.6,1920,1080,1.62,0,Grey
824.0,"Lenovo ThinkPad E15 Intel Core i3 11th Gen 15.6"" (39.6cm) FHD Thin and Light Laptop (4GB RAM/256GB SSD/Windows 10 Home/FPR/Black/Black/1.7 kg), 20TDS0DX00",4 GB,SSD,Intel,0,Lenovo,Thinkpad E15,Windows 10 Home,Intel,Lenovo,32 GB,Lenovo,Laptop,Core i3,3 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.7,0,Black
601.5840000000001,ASUS 15-X515EA-BQ391TS Intel Core i3-1115G4 15.6 inches FHD VivoBook (8GB RAM/1TB HDD/Windows 10 Home + McAfee/Ms Office H&S 2019/ FP Reader /1.75 kg / Grey),8 GB,HDD,Intel HD Graphics,0,ASUS,VivoBook,Windows 10 Home,Intel,X515EA-BQ391TS,6,Asus,Vivobook,Core i3,3 GHz,ddr4,HDD,Intel,15.6,1920,1080,1.75,0,Gray
2031.84,"Dell Latitude 5430 Laptop - 14"" HD (1366 x 768) AG Display - Intel Core i5-1235U 10-Core (12th Gen) - 512GB SSD - 16GB - Win11/Win10 Pro",32 GB,SSD,Intel Iris Xe Graphics,0,Dell,Latitude 5420,Windows 10 Pro,Intel,Latitude 5430,,Dell,Laptop,Core i7,2.8 GHz,ddr4,SSD,Intel,14.0,1366,768,2.41,0,other
495.984,"Acer Travelmate Intel i3-11th Gen 14 inches Display 1920 x 1080 Thin and Light Laptop (8GB Ram/1TB HDD + 256 GB SSD/Windows 10 Home/Intel Iris Xe Graphics/Black/1.625 Kgs), TMP214-53",8 GB,HDD,Intel UHD Graphics,3,Acer,Travelmate,Windows 10 Home,Intel,TMP214-53,256,Acer,Laptop,Core i3,4.1 GHz,ddr4,HDD,Intel,14.0,1920,1080,1.6800000000000002,0,Black
559.84,(Refurbished) Dell Latitude 3410 || Core i5- 10210U || 10th Generation || Windows 10 Pro || 8GB || 512GB,8 GB,512 GB,Integrated,0,Dell,Latitude 3410,Windows 10 Pro,Intel,Dell Latitude 3410-cr,8 GB,intel,Laptop,Core i5,,ddr4,SSD,Intel,14.0,1920,1080,0.85,1,Grey
577.968,"(Refurbished) HP 15 (2021) 11th Gen Intel Core i3 15.6 inches FHD Screen Thin and Light Laptop (8GB RAM,",8 GB,1 TB,Intel,0,HP,HP 15s-dy3001TU,Windows 10 Home,Intel,1115G4,4 GB,intel,Laptop,Core i3,4.1,ddr4,HDD,Intel,15.6,1920,1080,1.75,1,Black
271.84000000000003,"(Renewed) Lenovo Thinkpad Laptop X250 Intel Core i5-5300u Processor, 4 GB Ram & 256 GB SSD, Windows 10 Pro, 12.5 inches 1.3 kg Ultralight Computer",4 GB,256 GB SSD,Intel,0,Lenovo,Thinkpad X250,Windows 10 Pro,Intel,X250-i5-4-256-cr,4 GB,Lenovo – IBM,Laptop,Core i5 5300U,4,ddr3,SSD,Intel,12.5,1366,768,1.3,1,Black
583.84,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 32 GB Ram & 2TB SSD, 14 Inches FHD 1080p Screen Notebook Computer",32 GB,32 GB,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-32-2TB-cr,32 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,other
367.84,"(Refurbished) Dell Latitude Laptop 7470 Intel Core i5 - 6300u Processor 6th Gen, 8 GB Ram & 128 GB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.59KG) Notebook Computer",8 GB,128 GB SSD,Intel,3,Dell,7470,Windows 10 Pro,Intel,7470-i5-6-8-128,8 GB,Dell,Laptop,Core i5 6200U,2.4 GHz,ddr4,SSD,Intel,14.1,1920,1080,1.5899999999999999,1,other
375.84,"(Refurbished) Dell Latitude Laptop 7480 Intel Core i5 - 7300u Processor 7th Gen, 16 GB Ram & 256 GB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.48KG) Notebook Computer",16 GB,16 GB,Intel,3,Dell,7480,Windows 10 Pro,Intel,7480-i5-7-16-256,16 GB,Dell,Laptop,Core i5 7200U,2.7 GHz,ddr4,SSD,Intel,14.1,1920,1080,1.48,1,other
761.44,(Refurbished) HP 14s Laptop 12th Gen Intel Core i5-1240P 14 inch(35.6cm) FHD Laptop(8GB RAM/512 GB SSD/Intel Iris Xe Graphics/Backlit Keyboard/Fast Charge/Win 11/Dual Speakers/MSO/Alexa/1.46 kg) 14s-dq5007TU,8 GB,512 GB SSD,Intel Iris Xe Graphics,0,HP,14s-dq5007TU,Windows 11 Home,Intel,14s-dq5007TU-cr,512 GB,intel,Netbook,Core i5,4.4 GHz,ddr4,SSD,Intel,35.6,1920,1080,1.46,1,Silver
,Lenovo E14 Gen 4 ThinkPad Type 21E3 Windows 11 Pro 512GB SSD 8GB RAM (MTM 21E3S0EE00),4,SSD,4,0,Lenovo,Lenovo,Windows 11 Pro,Intel,Lenovo,4,Lenovo,SSD,,4,ddr4,Solid State Hard Drive,Intel,,3840,2160,1.0,0,Black
1539.04,"HP Pavilion Plus 14, 13th Gen Intel Core i7-13700H, 14-inch (35.6 cm), 2.8K, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.4 kg), eh1047TU",DDR4,SSD,Intel Iris Xe Graphics,2,HP,14-eh1047TU,Windows 11 Home,Intel,14-eh1047TU,16 GB,HP,Netbook,Intel Core i7,5 GHz,other,SSD,Intel,35.6,1920,1080,1.41,0,Silver
380.8,(Refurbished) Dell LATITUDE 5490 CORE Intel i5 8TH GEN/8GB/256GB SSD/WEBCAM/14'' TOUCH/Windows 10 Pro,8 GB,SSD,Intel HD Graphics 610,2,Dell,DELL LATITUDE 5490-cr,Windows 10 Pro,Intel,DELL LATITUDE 5490-cr,4 GB,Dell Computers,Laptop,Core i5,1.7 GHz,ddr4,SSD,Intel,14.0,1920,1080,3.0,1,Black
479.84,"ZEBRONICS Laptop PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim | 38.5 Wh Large Battery | Windows 11 | Silver | 1.65 Kg)",16 GB,SSD,intel,2,ZEBRONICS,ZEB-NBC 2S (16GB) -Silver,Windows 11 Home,Intel,Laptop,6,Zebronics India Private Limited,Laptop,Intel Core i5,2.2 GHz,other,SSD,Intel,15.6,1920,1080,1.8,0,Silver
767.84,"Dell 14, Intel 12th Gen Core i5-1235U Processor Laptop/8GB/512GB SSD/14.0"" (35.56cm) FHD Display/Intel UHD Graphics/Spill-Resistant Keyboard/Win 11 + MSO'21/Black/15 Month McAfee, Thin & Light-1.48kg",8 GB,SSD,INTEGRATED,2,Dell,Vostro 3420,Windows 11 Home,Intel,Vostro 14,2 GB,Dell India Pvt Ltd,laptop,Core i5,3.3 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.48,0,Black
751.84,"Dell 15 Laptop, Intel Core i5-1135G7 Processor/ 8GB DDR4/ 512GB SSD/ 15.6"" (39.62cm) FHD/Mobile Connect/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/Thin & Light-1.69kg",DDR4,SSD,Intel,2,Dell,Vostro 3510,Windows 11,Intel,Dell,2 GB,Dell India Pvt Ltd,Laptop,Core i5,2.4 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.69,0,Carbon
637.44,"Dell Vostro 3530 Laptop, Intel Core i3-1305U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD WVA AG 120Hz 250 nits, Win 11 + MSO'21, 15 Months McAfee, Black, 1.66kg",8 GB,SSD,Intel,2,Dell,Vostro 3530,Windows 11 Home,Intel,Dell,6,Dell India Pvt Ltd,Laptop,Core i3,4.5 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.6600000000000001,0,Black
591.84,"ASUS Vivobook Go 14 (2023), Intel Core i3-N305, 14"" (35.56 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Fingerprint/Black/1.38 kg), E1404GA-NK322WS",8 GB,SSD,Intel UHD Graphics,2,ASUS,Vivobook Go 14 (2023),Windows 11 Home,Intel,E1404GA-NK322WS,1,ASUS,Ultra-Portable,Core i3,3.8 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.38,0,Black
436.0,"(Refurbished) ASUS VivoBook 14, Intel Core i3-1115G4 11th Gen, 14"" (35.56 cm) FHD, Thin and Light Laptop",8 GB,512 GB,Intel UHD Graphics,0,ASUS,Vivobook 14,Windows 11 Home,Intel,X415EA-EK322WS-cr,4 GB,intel,Ultra-Portable,Core i3,4.1 GHz,ddr4,SSD,Intel,35.56,1920,1080,1.6,1,Transparent
1113.6,"Lenovo Ideapad 3 10Th Gen Intel Core I5 15.6 Inches Fhd Thin and Light Laptop(8Gb/512Gb Ssd/2Gb Mx330 Gfx/2Yr Warranty/Windows 11 Home/Office 2021/250Nits/Platinum Grey/1.7Kg), 81WB01G0IN",8,Ssd,NVIDIA,2,Lenovo,81WB01G0IN,Windows 11 Home,Intel,81WB01G0IN,2.00,LENOVO,Laptop,Core i5-10210U,1.6 GHz,ddr4,SSD,NVIDIA,15.6,1920,1080,1.7,0,Gray
391.984,(Refurbished) DELL LATITUDE 7390 (Core i5 8th GEN/ 8GB RAM/ 256GB SSD/ WEBCAM/ 13.3'' NON TOUCH/ WIN-10,8 GB,SSD,,1,Dell,DELL LATITUDE 7390-cr,Windows 10 Pro,Intel,QCNBPAW0154-cr,,DELL,laptop,Core i5 8250U,3.4 GHz,ddr4,SSD,Intel,13.0,1920,1080,2.25,1,Black
263.984,(Refurbished) LENOVO THINKPAD T440 (CORE i5-4300U 1.90 Ghz 4th Gen/8GB RAM/256GB SSD/WEBCAM/14''/WIN-10 PRO),8 GB,SSD,1,2,Lenovo,LENOVO THINKPAD T440-cr,Windows 10 Pro,Intel,LENOVO THINKPAD T440-cr,1,LENOVO,SSD,Core i5 4300U,1.9 GHz,ddr3,SSD,Intel,14.0,1366,768,2.66,1,Black
424.0,(Refurbished) DELL LATITUDE 7480 (CORE i5-7300U 2.6Ghz 7th GEN/8GB/512GB SSD/WEBCAM/14''/WIN PRO) 1 Year Warranty,8 GB,SSD,1,2,Dell,DELL LATITUDE 7480-cr,Windows 10 Pro,Intel,DELL LATITUDE 7480-cr,2,Dell Computers,Laptop,Core i5 Family,2.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,2.49,1,Black
839.84,"(Refurbished) Dell Precision 5530 Mobile Workstation 15.6” FHD Business Laptop Computer,Intel 6-Core i7-",8 GB,500 GB,Nvidia Quadro P1000 w/4GB GDDDR5,0,Dell,Dell Precision 5530,Windows 10 Pro,Intel,Precision 5530-cr,4 GB,intel,Laptop,Core i7,2.6 GHz,ddr4,HDD,NVIDIA,15.6,1920,1080,3.37,1,Black
4.784,Glossy Designs Full Body Laptop Skin Upto 15.6 inch Sticker Compatible for Dell/HP/Lenovo/Acer/Sony All Laptop Size Upto 14 to 15.6 Inch - Dell On Monocrome Wooden,,,,0,Dell,Laptop,,Dell,GDLS-Dell Monocrome-931,6,Dell,Laptop,,,other,,Other,15.6,,,,0,other
